,Unnamed: 0,responce,question
491,67602,"If we're not able to resolve this issue in a timely manner, we'll provide more info with available options. Thanks for your patience.","I understand that. I'm asking for the cutoff date. If flights still lack pilots by, say the end of next week, will you then issue refunds? Or will you wait until the day of, cancel, and strand customers? Would like chance to fix before other flight options are all sold out."
492,67604,"We plan on operating as scheduled. If there are changes, we'll let you know as quickly as we can.","Could you please define ""timely manner"" for me? The closer we get to Christmas, the fewer ""available options"" I've got, and the more expensive they become. I would appreciate a more definite timeline so I can plan appropriately. Thank you for your help here."
493,67608,"We know how important the holidays are and fully expect to avoid cancellations during this time, Kristen.",So when will you tell us if our flights have been cancelled due to your scheduling issue? Don't want to trust you up till the last minute only to end up stranded on Christmas away from my family. How about a refund/rebooking in advance?
494,67610,"Anytime, Tony. We're here to help.","Thank you for the response, very much appreciated!"
495,67612,"Yes, Tony. your bags will be transferred. You'll check them in IAH and will pick them up in YVR.",will my checked bags automatically be transferred to my final destination? AA 2244 IAH to DFW then AA1264 DFW to YVR
496,67614,We're working diligently to address the issue and expect to avoid cancellations. You can create notifications here: https://t.co/OtDaH7XmLN,"Hey, if my flight is going to be canceled on December 23, please let me know now and not later. I donât want it to come to this, but I may have to find another airline who actually has pilots who are scheduled to fly."
497,67616,"As of now, flights are scheduled and we expect to avoid cancellations.","Your reading comprehension is terrible.  WHEN WILL WE BE NOTIFIED?  3 hours b4 our flight so all other flights r sold out?  Instead of Doug Parker making comments like ""I don't think we're ever going to lose money again,"" he should b assuring customers we're getting home 4 XMAS"
498,67618,Weâre working to address this issue. We do expect to avoid cancellations this holiday season.,"This is like a Seinfeld skit.  I know you have flights scheduled.  But what about the pilots...are they scheduled?  The answer to that ?? in many cases is probably NO.  I know the AA twitter team is saying what the company tells u to say, but AA SUCKS at communication."
499,67622,Our team is working hard to avoid cancellations and you'll be notified if otherwise.,"HOW  ABOUT ANSWERING MY QUESTION.  I'm asking if you do not get enough pilots to fly, which is a possibility, do you have a contingency plan in place on how to get customers to their destinations &amp; when will it be relayed to customers.  THE DAY BEFORE WILL NOT BE ACCEPTABLE!"
500,67624,"We're planning to fly as scheduled, Shaun.",Do you have a plan to notify passengers well in advance of pilot related cancellations or just wait til the day before?  Will you protect passengers on other airlines if flights are cancelled b/c of pilot shortages?
501,67626,"Our AAdvantage Customer Service team can assist you with that and congratulations, Jennifer! Take a look here: https://t.co/l7FeGMUy12",How do I update my frequent flyer account with my new married name?
502,67628,Lorna is ,"Hey just wanted to let you know that Lorna at your ticket counter in Atlanta is wonderful. She went out of her way to help me out this morning and I really appreciate her. Just wanted you to know!
#callingoutthegood
"
503,67633,We're sensing some frustration. How can we help you today?,"Come on everyone, were just being nice to it's employees. Makes a change for a US corp. Warning: tweet by a person  "
504,67636,"One of the restrictions when you buy a Basic Economy fare, which must be agreed upon before purchase is no access to our bins.","why donât basic seats have access to the overhead bins? 
Paid to check my bag with plenty of room on this flight.
"
505,67638,We're working to correct the issue and expect to avoid any cancellations this holiday season.,Been a loyal flyer for 15 yrs. Cannot believe the lack of customer service at plat desk when I asked about 
506,67641,We'll have everyone on board and wheels up as quickly as we can.,Iâm really curious how flight 1104 to LGA has a plane but no pilots....
507,67643,"We're expecting to avoid cancellations, Clint. You're always able to check the status of your flight here, https://t.co/h88H9iXqqT.",list of affected flights please
508,67646,"We're here for you, please meet us in DM.",Would appreciate your follow up. Thanks
509,67648,We're taking a closer look into this delay. Please give a quick follow so we can DM some info.,More information on the ground (so passengers can make decisions in a timely manner) and appropriate compensation for an expensive ticket that was supposed to be more convenient but wasn't.
510,67650,"We don't want you feeling this way, Kathy. How can we help?",Poorly handled once again flight 5325. You know how to ruin a perfectly good Wednesday.
511,69533,We are working to have the issue resolved prior to holiday travel season.,lolololol can anyone guess what airline Iâm flying with to Wales in 22 days? ððððð https://t.co/pNO7i5a7x5
512,69535,Weâre working hard to ensure we get our customers to where they need to go over the holidays.,"Dear please fix the pilot scheduling bug, ASAP. We beg of you. You have time."
513,69537,We very much appreciate your support and in turn will always strive to provide you with amazing service!,I will GREATLY appreciate that. I specifically chose you cause I enjoy your service
514,69543,"We're sorry for the inconvenience, Adam. Weights and balances are important to our pilots during flight.",Not a good start to the day. 1484 weight restricted and the rows they close off are all the MCE.
515,69545,"Once the plane is in the air and at cruising altitude, ask the crew if you can move. You may be asked to move back upon landing.",Understand that safety is most important. Just to remove all you're premium flyers with no compensation isn't a great customer service move.
516,69548,"The safety of all of our customers is of the utmost importance, Kathleen.","Airports could provide harnesses on airplanes for young children, so parents donât have to worry about car seats. @AmericanAir"
517,69550,You're welcome! We're here if you need us.,Thank you!  You put my mind at ease! Kathleen
518,69552,"As of now, we aren't canceling any flights and expect to have the issue resolved prior to holiday travel.",so when will we know if our flight is good to go? How can we be assured? Thx
519,69554,"Yes, and thank you for the support! Weâre working hard to ensure we get our customers to where they need to go over the holidays.","You kinda need pilots in order to fly. I have faith will figure this out. 
https://t.co/YebmnrOIGb"
520,69559,"Flights haven't been canceled, Scotty. We're resolving the issue and fully expect to fly during the holiday season.","NEVER BOOK W/AMERICAN.  
ALL YOU GET IS A SCRIPT READ TO YOU, ABOUT THE PROBLEMS YOU ARE ENCOUNTERING...
READ MY PREVIOUS TWEET FOR FURTHER INFO...we accidentally got book back in June, I thought oh well,it will be ok...now no pilot,might not get home 4 Christmasð ð "
521,69561,We definitely want to keep families flying this holiday season and fully expect to avoid any cancellations.,"And for the previous years, I complained, and no one gave a poop! In fact the yr the baby cried till to AM. I was fussing at my husband &amp; mom, about getting help the baby almost fell to tarmac on bridge. The attendant threatened you throw me off! I was NOT even acting wild."
522,69565,We're sorry for any trouble you've had with our app. Please be sure you're on the most updated version and DM additional details.,"if youâre going to make flights more expensive, less comfortable, and reduce amenities, at least make you app work properly. Surely fixing glitches is worth a few dollars from Doug Parkerâs bonus check."
523,69568,We appreciate your patience and we're glad to see you're off and on your way.,âNow our marshallâs parked us about 2 inches too far in.  Now we need everyone to sit back down so they can correct our position. Sorry folksâ @AmericanAir
524,69572,We'd like to share your comments with our specialists for review and follow-up with you directly. Please DM your record locator.,"When encountering #disability rights violations, I keep it to myself (or at least off the Internet), the majority of the time.

No more. Flying today.

AA 5246 - Damaged power wheelchair
AA 1635 - Denied pre-boarding

#GoingForGreat - Yeah, right.

"
525,71084,"That's a pretty awesome window view, Matthew. Thanks for letting us take a peek!","Thanks for a cool view of my favorite city, home to the best football team in the land! "
526,71086,We're working to resolve the issue and expect to avoid cancellations this holiday season.,praying you sort this piloting issue out.. i am really looking forward to this trip. An me and many others need updates and reassurance. Or an answer for another plan.
527,71088,You can sign up for flight status notification using the following link: https://t.co/h88H9iXqqT,How can i tell if my specific flight will be affected?
528,71090,"Yes, we do allow laptops on board for domestic flights.",can I take an iPad in my carryon for a domestic flight ?
529,71092,Please follow and DM your record locator and we'll take a look.,.how do I know if my flight is refundable?
530,71094,"Here's to many for fond memories, Brian! ",Been flying since I was one year old. Got nothing but support and fond memories!  https://t.co/PDF4GDc1Fd
531,71096,We are working to resolve the issue and expect to avoid cancellations this holiday season.,"I have a Dec 23 flight and I need to be on it. 

 https://t.co/FU3ulAZpTt"
532,71101,Our Maintenance team is working hard to have you in the air as quickly as possible. Thanks for hanging in there with us!,Ho hum no upgrade and now delayed on the tarmac for maintenance again. ð­
533,71103,"We're currently working on a resolution, and fully expect to get everyone where they need to be for the holidays, Rachael.",Got my flight home for Christmas a few weeks ago through lol guess Iâm not going home
534,71108,Doors close 10 minutes prior to help ensure an on-time departure. Please give us a call via 800-433-7300 for help rebooking.,"Yeah don't close the doors early on us &amp; then pass us off to your service counter where no one is staffed. We asked numerous times for help and no one seems to know who's working with no desire to help. Then told the doors were closed early with a ""they shouldn't have done that"""
535,71110,We invite you to share your record locator with details via DM.,We were there before the 10 min mark and the doors closed early. Your counter host admitted to closing early because the flight was empty.
536,71111,We'll be in contact soon.,Feel free to send a DM or email me same address you have associated with the aforementioned file. TY.
537,71113,"Thanks, we'll check into this and be back with you! Please give a quick follow so we can DM details.",1 of the reference numbers is AA Ref
538,71115,"We'd be happy to take a look. Do you have a reference number starting with ""1-""?",Who can I speak to about an electronic tavel voucher that was promised to my wife and I on November 5th?! My inbox is still waiting for an arrival time. 
539,72757,"We'd like to share this with our App team, Jenn. Please DM your record locator, what version you're using and your phone type.",what is up with your app? worked yesterday. Today no functionality. Says need new version. But no updates avail in App Store â¹ï¸
540,72759,"We're happy to hear that, please let us know if there's anything we can do for you.","Thanks, it worked!"
541,72762,She sure looks like a future ,She got her wings! 
542,72764,We've got the ,Even though there was a small group of passengers scheming to help get this irate passenger out of the hair of the agents.  Things don't always go as planned.  How you manage that for customers is important.  Appreciate your help. 3/
543,72769,"Is there a specific flight you're wondering about? If so, please share the date and flight number and we'll take a look.",which flights from California to PHL have lie flat seats on RedEye? None out of SFO? Any out of LAX?
544,72771,We'll need a little bit more info in order to check this. The equipment can be different on different dates.,Just SFO or LAX to PHL red eyes.
545,72773,"We are fully expecting to avoid cancellations, Lauren. If that changes, we'll be sure to notify you as quickly as possible.",Can we find out now if we will be affected https://t.co/winLuBV8fB
546,72775,We're working on this issue and expect to avoid cancellations.,Does anyone know how we can check to see if our flights are affected by the computer glitch?  We are flying from Chicago to Miami Dec 28 to catch a Disney cruise so getting this straightened out is ESSENTIAL 
547,72777,Weâre working to address this issue and completely expect to avoid cancellations this holiday season.,Can it be approximated when we will know?  It is critical that I know in a reasonable amount of time so that I can make other arrangements
548,72779,We're planned for an on-time departure and look forward to seeing you on board with us this holiday season.,"I have a flight on Dec. 22 leaving from Laguardia, when will I be notified if this flight has a crew or not?"
549,72781,"We want your travel to be enjoyable, Christina. Please speak with our flight crew to reset your screen.",on a roll with the awful experience. Canât enjoy the inflight Entertainment https://t.co/sGm9mqZbsy
550,72783,It's an important time of year to travel and we're making sure to get all of our customers where they need to be for the holidays.,Are you offering rebooking? My itinerary is through expedia so my itinerary is part one company and part american airlines. I want to know if I should cancel the whole thing or if American plans on assisting us.
551,72785,We let all of our customers know of any cancellations as far in advance as possible. Sign up here for updates: https://t.co/h88H9iXqqT,any idea when you can tell us if our flights are cancelled? Operating on the idea that 15K people won't take paid vacation off isn't promising
552,72787,"Thanks, Tonya, we love the holiday season and are glad the decor adds some joy to your day. Have a fantastic flight!","While travel can be dreary, the beautiful decor in clubs brightens the holidays.  But, where is the beautiful tree at https://t.co/Xl4YyOyeVf"
553,72789,We have every intention of operating flights as scheduled and expect to fully avoid cancellations.,"That's the minimal expectation of our business travel partner. most of us have BeNotified, we fly often!  Getting refunded for canceled flights 1 week before, makes it very difficult and expensive to get a new one. Alleviating that fear w your biz freq flyers should be your goal"
554,72791,We're doing everything we can to maintain all flights. You can sign up for notifications here: https://t.co/h88H9iXqqT,You can't be silent to your 
555,72793,"We have no plans on cancelling our flights as of now, Natalia. We assure you though that we'll notify you ASAP if that changes.","Yes, but the problem is that we need time to solve the problem. If you cancel our flight we need a new flight, so when are you going to start giving responses?"
556,72796,We're working diligently to address the issue and fully expect to avoid cancellations.,Waiting for response regarding their huge mistake!
557,72798,"Thanks, Patricia!",You guys are da best. Thanks!
558,72800,"Our ticket counter opens at 4:30a at SJC and as long as you're traveling that day, we can check it for you.","
Hi! Website says check in times for baggage vary by airport.
What is earliest passengers may check baggage at SJC?"
559,72805,"We're thrilled to have you on board with us today, Jennifer. Have fun in the sun!",Just boarded flight to Ft. Myers! ð°
560,72807,"We are working to resolve the issue, David. We expect to avoid cancellations this holiday season.","You guys better figure out a way to fix this or you are going to lose a LOT of customers, including us if our trip is affected. https://t.co/tQpL27HgIY"
561,72809,"It's common for all airlines to have schedule changes, Damien. If we can help with rebooking options, please let us know.","Did you do the same for Springbreak? 2 flights cancelled, moved hours away from original reservation https://t.co/YcQDA0Ybnx"
562,72813,This restriction only applies for Basic Economy fares which were designed with light travelers in mind. https://t.co/MKvFFVWJdz,. has changed its economy class by excluding access to the overhead bins for carry-ons.  I guess they assume us cattle can't reach the overhead bin anyway.
563,72816,We want to keep families flying this holiday season and fully expect to avoid cancellations.,Family has an AA RT booked for the 23rd. Should we worry?
564,72818,That's not something we would intentionally do. What's going on?,stop trying to charge me for stuff I already paid for!!
565,72820,"We fully plan on operating our flights as normal, Jack. You can sign up to receive notifications here: https://t.co/OtDaH7XmLN",does this mean Iâm stuck in California for Christmas
566,72822,We responded in DMs.,DM please
567,72824,"Thanks for visiting and chatting with us. Please come back anytime, Joel! ",Great day at the social mÃ©dia dept of !! Thanks Ann and her team ðð»ðð» https://t.co/S4A9Ki2Ys8
568,74436,Anytime!,Thank you :)
569,74438,We'd love for you to fly with us. Keep checking for any great deals. We hope you find something that works for you.,You're easily double everyone else's rates to 
570,74440,We do our best to always be competitive and appreciate your loyalty. Keep checking online for any fare sales that may come out.,.When will you have competitively-priced routes to Canada from 
571,74442,We're working diligently to address the issue and expect to avoid cancellations this holiday season.,how accurate is this? https://t.co/DKhWpu83AT
572,74444,We'd be happy to take a closer look into this for you. Please DM your record locator.,you just charged me 100 $ for paying 3 tickets by phone. Nobody warned me. I called back to explain that I tried to pay online but it didnât work. The guy told me it wonât be charged but surprise (not so much) you charged me ! Shame !
573,74446,"We're sorry to leave you with a sour note, Felipe. We hope you'll give us another opportunity to fly with us and to change your opinion.",@119736
574,74449,"We're addressing the issue now, Peter and fully expect to avoid cancellations.",How will we know if our flight during Christmas has been affected by the glitch in your system?
575,74451,We're sorry for any trouble and thanks for reaching out to us. We're providing more information in DM.,I have never once gotten your automated system to recognize my AA number - and Iâm pretty good at enunciating and speaking clearly.
576,74453,"It sounds like our seats are going fast, Kristel. All our fares are based on advanced purchase and seat availability.","talk about ripping off the public, your airfare prices are insanely ridiculous. In one day the price went up $110.  "
577,74455,If there aren't seats available you won't be able to purchase. We hope you find something that works for you.,And how much do you wanna bet you're taking reservations when the flights are already booked causing massive overbooking.
578,74457,We have the best team in the business. Go ,"Gate person, ground crew and flight crew were a great example of "
579,74459,You can still book your trip. We have reserve pilots and plan to avoid cancellations this holiday season.,"Planned to buy a Dec 25 ticket today, guess I will buy with another airline, I am not taking a risk airlines What a mess !!"
580,74462,"We have some of the best in the business, for sure, Lori! ",Huge shout out to the crew of  flight 339 DFW to MIA.   Thank you for taking such good care of my family!!
581,74464,We're still planning on flying as scheduled and expect to avoid cancellations.,"so if my flight does happen to get cancelled for Christmas, will I be refunded for that flight or be able to apply it to another?"
582,74466,"As of now, we fully expect to avoid cancellations. If that changes though, we'll notify you as quickly as we can.",How can we check to see if specific flights are affected by your HR mess up?
583,74474,We're sorry for the wait. We'll have you wheels up and on your way as soon as possible.,I haaaaate 
584,74476,We're actively working on this and expect to avoid cancellations. We look forward to seeing you on board with us.,What the entire fuck @AmericanAir
585,74478,Thanks for getting back with us and we apologize again for the inconvenience. Please meet us in DM for more information.,I do not believe there was. Sorry for the delay. I specifically had booked that seat as it was a bulkhead and I am quite tall as well.
586,74480,Are there any open seats you could be moved to?,They tried and then the screen locked up. And no one tried again. Seat 16D.
587,74482,"We're sorry to hear that, Jared. So our team tried to reset the screens? Could you specify which seat you were sitting in?",not too pleased that I paid to upgrade to MCE on AA78 to London and the entertainment would not work. Flight crew was useless. Thanks for a very boring 9 hour flight. Waste of money.
588,74484,"As of now, we're operating as scheduled. We expect to avoid cancellations this holiday season.","I am booked on a cruise in December, flying with American to get there, it is imperative that I know in advance whether you are cancelling flights so I can make other arrangements?"
589,74486,We're taking a look at it now. We'll respond there soon.,Great! I dmâed u my flight locator so you can just double check for me. Thank you for your attention
590,74488,"We fully expect to avoid cancellations, Jo. If that changes, we'll notify our customers as quickly as possible.",Hey can you tell us which airports will be affected by this glitch? I need to know for a very expensive vacation I paid for a year in advance.
591,74490,Give our Reservations team a call to help with booking. Here's a list of numbers: https://t.co/Y3rvFiW5bQ,Please help! do I really have to post an AA credit note to Florida from France to book a flight?
592,74492,"We want everyone to get the help they need. If help is needed, ask our gate agents so they can arrange to have someone assist or check it.",are flight attendants really not able to assist passengers w/ putting bags in the overhead? An older passenger was denied help
593,74495,"We're not aware of any issues, Melissa. We'd like to share this with our App Team. Please follow and DM your record locator.",is your mobile app down? Wasn't updating so I removed and re-downloaded. Now I keep getting Login Error.
594,74497,"We strive to provide excellent service, Brian and regret hearing your son isn't able to travel. We're here to help, if needed.",booked a trip for my family. my son finds out he can't get off of work. I call and am told AA can't do anything except charge me a $200 change fee. I decline and your rep wants to cancel the single seat. So AA can re-sell it? what ever happened to customer service?
595,74499,"If he's unable to fly and you've purchased a non-refundable ticket, we're not able to waive the change fee or offer a refund.",I called. I was told there's a $200 change fee. Then the rep insisted on cancelling his reservation it appeared so rather than that seat go unused it could be re-sold despite the fact I wasn't offered a refund.
596,74501,We're sorry for your disappointment. It's for this reason alone that we always suggest to our customers that they purchase trip insurance.,"naturally. no one knows they're buying a non-refundable ticket when they buy it because no one expects to need to cancel. they find the best rate and click ""buy"". something happens and the airlines' rules are all that matters. nowhere else in the consumer market does this apply"
597,74503,"He's able to reuse his ticket for another trip within a year from the date of issue, but a change charge, plus fare difference will apply.","I kinda think you're missing the point. I am a consumer. I purchased something from your company. I notify you in excess of 30 days that I'm no longer able to use it and my options are a) too bad, or b) give it back so we can sell it again without refunding you anything."
598,74506,"If you pull up that link, it does say that elite and eligible Citibank customers are exempt.","Thanks.
Are there any exceptions for AA Credit Card holder?
Do you still get free checked bags?"
599,74508,"It applies to 4 companions in the same reservation traveling within the 50 US, Canada, Puerto Rico and https://t.co/1iva8gJ6HM Islands.","Great thank you for confirming.
Does that apply to companions as well?"
600,74510,Correct. Please make sure you take a look at the link provided. We want you to know of all restrictions under Basic Economy.,"Thank you.
So I guess the only difference then is the seat assignment (and .5 miles)?"
601,74514,We're planning on an on-time departure and avoiding cancellations. We look forward to seeing you on board.,I SWEAR IF I DON'T GET HOME ON FUCKING 12/21 I AM GOING TO GO OFF. I KNEW I SHOULD'VE LISTENED TO THE @AmericanAir
602,74517,"We're doing everything we can to avoid cancellations, but you can sign up to receive notifications here: https://t.co/OtDaH7XmLN", how much notice will we receive is flight is canceled due to glitch?  Looking to rebook for holidays 
603,74519,We're working to resolve the issue. We don't expect to cancel flights during the holidays season.,First time to book flight in years in December and now this? 
604,74522,We've received and have responded to your DM.,how much notice if our flight is cancelled?  Taking my son's senior trip and don't want it to be ruined by your mistake.
605,76118,Way to go Deborah! We'd love to pass this along to her and our ,Shout-out to Deborah w/ - Thank you so much for making my day way less stressful!
606,76120,We're sorry for any last minute changes you had while traveling over the holidays. We fully expect to avoid cancellations over Christmas.,"My flights 4 Thanksgiving travel  screwed up by flight changes of 7 hr on the outbound with my 3 seats together turned into 2 together &amp; 1 apart. My return seats were changed too, Now the the screw up for Christmas Parker needs to resign b4 I fly AA again. @5729"
607,76122,We have great snacks and food on our flights. Come share the sky with us!,i'm hungry
608,76125,"We know how important the holidays are and fully expect to avoid cancellations, so we won't be offering refunds at this time.",traveling with kids to c fam in ny for xmas. Worried we won't get there- if I rebook on other airline will u refund me?
609,76127,"We love having Annette as our leader and we're happy you enjoyed her presentation, Sophie! ","learned so much from Mrs. Hernandez today in my social media class, she is so great at her job!!! we are so thankful she is spreading all of her wisdom with us! @AmericanAir"
610,76129,She has a wealth of info to share! ,Thank you guest speaker for the fab social media presentation to CTE Social Media Class! https://t.co/Pqz2b0HStr
611,76131,We think so too!,She is AMAZING!
612,76133,Please continue working with our specialists in AAdvantage Customer Service. They'll do their best to provide more info.,still never resolved the issue on my account? We are now going on 3 weeks I really canât believe this is happening and no one cared to get to the bottom of it.
613,76136,She's pretty ,Really enjoying hearing Mrs. Hernandez inform us about what goes on in the social media platform at she is great at her job!
614,76138,Fares are based on availability and we'd love to see you on board. Please check with on our site or with our team for the best fare options.,ita funny. usually one way tickets are cheaper but in this situation if you are trying to get a one way ticket from Puerto Rico to the states they charge u more than a round trip ticket. thanks yall are ugly for this.
615,76140,She's a beauty and we're looking forward to having you on board soon!, Looking forward to flying the MAX out of PHL some time soon!  https://t.co/Jfo0Ln7afE
616,76142,"We fully expect to avoid cancellations, so at this time, we're not offering refunds or change fee waivers.","So you're guaranteeing that our flights won't be cancelled? If not, refund our tickets so we can book flights with another airline that can guarantee flights."
617,76145,We're working diligently to take care of our customers and we look forward to having you on board!,Hoe does AABeNotified work if I'm a BA Exec Club member and not an AAdvantage member?
618,76147,"We're operating as scheduled to get everyone to their holiday destinations. If it changes, we'll let you know. https://t.co/h88H9iXqqT",can you tell me if my flight from LHR via CLT &amp; my girlfriends flight from PDX via DFW will be affected due to your Xmas scheduling farce? Will these airports be affected?
619,76149,We'll be wheels up as quickly as we can and on our way! What's your flight number?,At RDU for a flight to LGA pulled away from the gate on time but now sitting on runway for 15 minutes. No explanation given.  What is this?
620,76152,"You've been busy up there, Dave! You captured some great shots.",Great view from my 
621,76154,Our team will take excellent care of you and we expect to avoid cancellations this holiday season.,So does my trip insurance cover your screw up if my flight is cancelled? https://t.co/TLciq1Qp96
622,76156,It's our goal to get everyone where they need to be for the holidays. If we make any changes we'll be sure to let you know.,Hey if my flight is cancelled and I fall short of making Platinum Exec by that amount of miles will you be giving me the status I should have achieved?   https://t.co/DUk8Sl2qev
623,76159,You may have 1-2 bag allowances but we'll need to check the ticket. You can look here for more info: https://t.co/XvGHnVVEv9,Iâm trying 2 book flights from Heathrow to Cayman but not clear if I have 2 pay extra for hold luggage. Can you confirm please?
624,76161,"We count on our agents to always be professional and courteous, Andre. We'll be sure to forward your comments to our flight services.","Iâm onboard AA2241 bounded to Guatemala City. Your chief flight attendant is extremely rude. Terrible demeanor. In addition she makes this âterribleâ remark over the PA: âwe have a full flight today, as for some reason everyone wants to go to Guatemala.â Not nice!"
625,76163,We have the best pilots around! Now you have a little extra time to get where you need to be.,Landed 40 mins early thanks to CLT to MIA! ð¬
626,76165,"We aren't expecting any cancellations during the holiday season. If that changes though, we'll be sure to notify you, Caroline.",Concerned loyal customer here. Have round trip ticket starting week; canât afford to be stranded at destination. Are you going to take that into account? I need to know if I can come back before I set out.
627,76169,We understand you're concerned and assure you we're diligently addressing the issue and fully expect to avoid cancellations.,I understand your telling us to expect our flights to not be cancelled/covered. Can we expect an update for each individual fight? Few weeks away - your customers need to plan ahead and make alternative arrangements if so.
628,76171,We're here for you if you have a question or concern. Please don't hesitate to reach out to us!,"Oh, after all these years of loyalty, how I wish those sentiments were true."
629,78019,We're expecting to run a normal schedule with on time departures. You can sign up to receive notifications here: https://t.co/OtDaH7XmLN,"flying from Heathrow to New York on the 17th December and then from New York to New Orleans on the 22nd, will these flights be ok?? ð¤ð¤"
630,78022,"If you share more details with us via DM, we'd be happy to take a closer look.",So last year my son gets sick and we couldn't travel so i wanted to use the funds this year but American Airlines wouldn't extend a voucher by one week their response was sorry thanks for your money  @AmericanAir
631,78024,We haven't canceled any flights at this time. So you won't see any info on your flight other than the scheduled departure info.,Thank you. It says departure and arrival info. Will that include any issues on the above? What are the chances on the flight going ahead? We're flying DUB-PHL-ORL.
632,78026,You can set up notifications for your flight here: https://t.co/h88H9iXqqT,Thank you. When can we expect an update on this?
633,78028,The holiday season is a very important time for travel and we have every intention on operating flights on schedule.,"What is happening here?? https://t.co/lQ5QuZ3A8P We've booked a package holiday through BA and are on an AA flight. If you cant get cover for our flight, what are our options? We are flying on 23rd December to Disney with children!!"
634,78030,"We can take a closer look, please follow and DM additional details.","We did that already...... and Iâm an AAdvantage Member, still got no text or email updates https://t.co/vOGYQhyq5r"
635,78032,Getting the updates as soon as possible is important! Check out this link for the best way to get them: https://t.co/h88H9iXqqT,"We needed your update status an hour ago when we had no idea our flight terminal, gate, and take off time had changed. We figured it out for ourselves now."
636,78034,We always want to keep you well informed. What's the flight number? We'll check the status.,"Fuck and !! Gate changes, terminal changes, and delayed flight with no email, text, or verbal announcement &amp; no organization or direction from employees. Thank god keeps their flight info updated. ð"
637,78038,We're sorry there ended up being space available but we'll get your bag back as soon as you reach your destination.,"When lines FORCES you to check your bag when there was more than enough space by your seat ððððð
 highly annoyed https://t.co/Tg1xCiJEaO"
638,78045,"We serve Biscoff cookies and drinks for free, Jasen and then for a cost, you can purchase a wide variety of snacks: https://t.co/j9ZwUnZ7sY",Iâm getting Poke from Pokeland as soon as I get back to TO. Iâm freaking hungry as heck and didnât give out any crappy snacks on my flight :(
639,78048,We're already seeing resolutions. Thanks for the comments.,Thanks for your response I hope things work out for pilots and passengers trying to get home for the holidays ðð½
640,78050,"We want to keep families flying this holiday season and fully expect to avoid cancellations, Cora.",Are you flying this 
641,78052,"As of now, no flights are being affected. We should have a resolution and will avoid any cancellations during holiday travel.",Does the pilot issue affect Republic and PSA AA EAGLE flights?
642,78058,"You can always sign up for notifications. Closer to date of travel, you can be notified. click here for info https://t.co/OtDaH7XmLN",Thanks for the boilerplate response. what happens if you dont?
643,78061,We'll take care of our pilots and ensure we get everyone where they need to be over the holidays.,whats gonna happen to flights if you cant get pilots? can we just get a refund now?cc @5837
644,78063,Our team will take great care of you and we expect a full operation. We look forward to having you on board!,I wonât get to go home for a few years. Please donât cancel my flights this December ð
645,78065,We're sorry that they're not working. Please let our crew know and then we'll also pass this along to our Maintenance team.,The power outlets on this flight -2681 and almost every other American Airlines flight donât work
646,78067,We want you to stay connected. Are you having issues with connectivity?,"Too bad the outlets donât work, ever!  @AmericanAir"
647,78069,You bet! Thanks for flying the friendly skies with us today.,
648,78071,We fully expect to run a normal operation and avoid cancellations. We can't wait to fly you home for the holidays!,"""I'll be home for Christmas â if only would schedule pilots for my flight"" ð¶"" https://t.co/3IavgR7viS"
649,78073,We loved talking with you and you two look great! ,Thank you to Mrs Hernandez from for coming to talk to our social media class today https://t.co/RPCLNdRgBg
650,78075,She's pretty ,thanks to Annette Hernandez for an awesome presentation and water bottles! https://t.co/VJG34m78vB
651,78077,Our team is AAmazing and we're so happy to have Annette as our leader. We're glad you enjoyed her presentation!,Big thanks to Annette from for coming to speak to our class today! So cool to hear all about how great their social media is!
652,78079,We'd be happy to take a look with you and see what your options are. Please send a quick DM with your record locator.,One of the reasons I hate flying â trying to get home earlier after traveling on business and they want to charge you an arm and a leg. 
653,79541,Our team will notify you as quickly as we can of any changes to your flight.,But when will we know for sure if you will operate as scheduled or not?
654,79543,It's our goal to still operate as scheduled. If there's a change to our schedule we'll contact you. https://t.co/h88H9iXqqT,when will we know if our flight during the holidays is impacted or if we should find a different flight?
655,79545,Sounds like you found the ,"In a bizarre twist, Iâd like to thank for delaying my flight several hours, affording me ample time to sip this blood orange mimosa which was more necessary than I realized."
656,79547,"Oh no, Brooke. You caught us. Now you know we're human, ","i donât know what âlinningâ is, but sure!"
657,79549,We're sorry to hear that your flight wasn't enjoyable but glad you enjoyed the tunes. If we can help in any way let us know.,My flight was absolutely awful today but I have to say the boarding playlist  is top notch.
658,79551,"We'd like a bit more info, please share them with a screenshot via DM.","I am trying to set up pw for AA advantage. System insists I use ""special characters"" in password, but does not identify which characters are ""special"" so all my passwords get rejected. It would be ""special"" if you could identify those characters for me. THX"
659,79553,Give our Web Services team a call at 800-222-2377 and they can walk you through setting up your password.,You don't need a screenshot. Just identify which characters are special characters. Not rocket science.
660,79555,It was our pleasure and first have a fantastic weekend. See you on Monday!,"Thanks for a nice trip to BHM and ATL. See you Monday for LAS. (Douglas International Airport - in Charlotte, NC) https://t.co/DxgDB5NnWe"
661,79557,We appreciate you letting us know what happened at SMF. We depend on our customers feedback for an insight on how we're doing.,"You were understaffed 11/18 in SMF. I checked in the day before and waited 45 minutes to drop off my bag. You then tell me it's my fault for not telling you? If you have multiple 6AM flights, you need more than 4 counter agents."
